Id,Stopname,Polsub,Xcoord,Ycoord,Turnout,Shelter,Bench,PWD
2827,Tropicana @ Nellis (E),Clark County,-115.06326,36.100139,None,1,1,1
2828,Tropicana @ Nellis (W),Clark County,-115.06486,36.100388,None,1,1,1
2829,Tropicana @ Palm (E),Clark County,-115.077447,36.100168,None,0,0,1
2830,Tropicana @ Palm (W),Clark County,-115.078498,36.100439,None,1,1,1
2831,Tropicana @ Paradise (E),Clark County,-115.149151,36.100868,Turn Lane,1,1,1
2832,Tropicana @ Paradise (W),Clark County,-115.151538,36.101188,None,0,1,1
2833,Tropicana @ Pearl (E),Clark County,-115.096029,36.099989,None,0,1,1
2834,Tropicana @ Pearl (W),Clark County,-115.097179,36.100248,None,1,1,1
2835,Tropicana @ Pecos (E),Clark County,-115.100088,36.099918,None,0,0,1
2836,Tropicana @ Pecos (W),Clark County,-115.102129,36.100168,None,1,1,1
2837,Tropicana @ Polaris (E),Clark County,-115.184628,36.100589,None,1,1,1
2838,Tropicana @ Rainbow (E),Clark County,-115.241679,36.099679,None,1,1,1
2839,Tropicana @ Rainbow (W),Clark County,-115.244119,36.099958,None,1,1,1
2841,Tropicana @ Rollingwood (E),Clark County,-115.087189,36.100109,None,0,0,1
2844,Tropicana @ Sandhill (E),Clark County,-115.091109,36.100049,None,0,1,1
2845,Tropicana @ Sandhill (W),Clark County,-115.092308,36.100328,None,1,1,1
2846,Tropicana @ Santa Barbara (W),Clark County,-115.085578,36.100408,None,0,0,1
2847,Tropicana @ Sepulveda (E),Clark County,-115.230247,36.099707,None,0,0,1
2848,Tropicana @ Spencer (E),Clark County,-115.127348,36.100769,None,1,1,1
2849,Tropicana @ Spencer (W),Clark County,-115.129014,36.101087,None,1,1,1
2850,Tropicana @ Swenson (E),Clark County,-115.145341,36.100825,None,0,1,1
2851,Tropicana @ Swenson (W),Clark County,-115.147518,36.101318,None,1,1,1
2852,Tropicana @ Tamarus (E),Clark County,-115.131857,36.100838,None,1,1,1
2853,Tropicana @ Tamarus (W),Clark County,-115.133019,36.101108,None,1,1,1
2854,Tropicana @ Wilbur (W),Clark County,-115.141918,36.101128,None,1,1,1
2856,Tropicana @ Topaz (E),Clark County,-115.11391,36.099849,None,0,0,1
2857,Tropicana @ Topaz (W),Clark County,-115.11519,36.100117,None,0,0,1
2858,Tropicana @ Torrey Pines (E),Clark County,-115.233418,36.099679,None,0,1,1
2859,Tropicana @ Torrey Pines (W),Clark County,-115.2349,36.099949,None,1,1,1
2860,Tropicana @ Trop Village (W),Clark County,-115.220627,36.100299,None,0,0,1
2862,Tropicana @ Valley View (E),Clark County,-115.189109,36.100778,None,1,1,1
2863,Tropicana @ Valley View (W),Clark County,-115.190469,36.101059,None,0,1,1
2864,Tropicana @ Wash Overpass (W),Clark County,-115.238878,36.099978,None,0,0,1
2865,Tropicana @ 6623 W. Tropicana (E),Clark County,-115.238528,36.099707,None,0,1,1
2866,Tropicana @ Wilbur (E),Clark County,-115.140759,36.100818,None,1,1,1
2867,Tropicana @ Wynn (E),Clark County,-115.19509,36.100778,None,1,1,1
2868,Tropicana @ Wynn (W),Clark County,-115.196488,36.101039,None,1,1,1
2875,Twain @ Arville (E),Clark County,-115.198747,36.122588,None,0,1,1
2876,Twain @ Cambridge (E),Clark County,-115.140425,36.122061,One Bus,1,1,1
2877,Twain @ Cambridge (W),Clark County,-115.143313,36.122256,None,1,1,1
2879,Twain @ Maryland (W),Clark County,-115.138971,36.12228,One Bus,2,3,1
2880,Twain @ Palos Verdes (W),Clark County,-115.151706,36.12133,None,1,1,1
2881,Twain @ Palos Verdes (E),Clark County,-115.150054,36.121165,None,0,0,1
2882,Twain @ Paradise (E),Clark County,-115.154554,36.121177,None,0,1,1
2883,Twain @ Swenson (E),Clark County,-115.145422,36.121855,None,1,1,1
2884,Twain @ Swenson (W),Clark County,-115.147533,36.121439,None,0,2,1
2887,Twain @ Palos Verdes (E),Clark County,-115.151978,36.121178,None,1,1,1
2888,Jimmy Durante @ Sandirose (W),Clark County,-115.044878,36.105708,None,1,1,1
2889,Twain @ Valley View (W),Clark County,-115.19103,36.122842,None,0,1,1
2890,Twain @ Wynn (E),Clark County,-115.194378,36.122635,None,0,1,1
2891,Twain @ Wynn (W),Clark County,-115.195447,36.122789,None,0,1,1
2893,Utah @ Northridge (N),Boulder City,-114.825897,35.973668,None,1,1,1
2895,Utah @ Avenue K (N),Boulder City,-114.8295,35.976687,None,0,1,0
2915,Valley View @ Alta (N),Las Vegas,-115.192443,36.167052,One Bus,1,0,1
2916,Valley View @ Alta (S),Las Vegas,-115.192698,36.165601,One Bus,1,1,1
2917,Valley View @ Apache (S),Las Vegas,-115.192587,36.18065,None,0,0,1
2918,Valley View @ Bonanza (N),Las Vegas,-115.192399,36.177793,None,0,0,1
2919,Valley View @ Charleston (N),Las Vegas,-115.192356,36.159601,One Bus,1,1,1
2920,Valley View @ Charleston (S),Las Vegas,-115.192578,36.158362,Turn Lane,1,1,1
2922,Valley View @ Desert Inn (N),Las Vegas,-115.190105,36.130832,Turn Lane,0,0,1
2923,Valley View @ Desert Inn (S),Clark County,-115.190411,36.130983,None,0,1,1
2925,Valley View @ El Conlon (N),Las Vegas,-115.190653,36.143001,None,0,0,1
2928,Valley View @ Fortune (S),Las Vegas,-115.192589,36.177839,None,0,0,1
2929,Valley View @ Fulton (N),Las Vegas,-115.19239,36.162438,Turn Lane,1,1,1
2930,Valley View @ Fulton (S),Las Vegas,-115.192623,36.161909,None,1,1,1
2931,Valley View @ La Pasada (N),Las Vegas,-115.190677,36.148512,None,0,1,1
2932,Valley View @ Meadows (S),Las Vegas,-115.192727,36.169602,Turn Lane,1,1,1
2934,Valley View @ Paratore (N),Las Vegas,-115.190737,36.156105,Turn Lane,1,1,1
2935,Valley View @ Pennwood (N),Las Vegas,-115.190438,36.138307,Turn Lane,1,1,1
2936,Valley View @ Pennwood (S),Las Vegas,-115.190685,36.136926,Turn Lane,1,1,1
2937,Valley View @ Sahara (N),Las Vegas,-115.190663,36.145519,Turn Lane,1,1,1
2939,Valley View @ San Joaquin (S),Las Vegas,-115.190788,36.140282,Turn Lane,1,1,1
2940,Valley View @ San Joaquin (N),Las Vegas,-115.190572,36.140924,None,0,0,1
2942,Valley View @ Sirius (N),Las Vegas,-115.190276,36.134349,Turn Lane,1,1,1
2943,Valley View @ Sirius (S),Clark County,-115.190515,36.133448,None,1,1,1
2944,Valley View @ Spring Mountain (N),Clark County,-115.190085,36.127692,None,0,1,1
2945,Valley View @ Spring Mountain (S),Clark County,-115.190341,36.12601,None,1,1,1
2947,Valley View @ Twain (N),Clark County,-115.190049,36.123274,None,0,1,1
2948,Valley View @ Westleigh (N),Las Vegas,-115.190651,36.152412,None,0,0,1
2955,Vegas @ Advanced Tech Academy (E),Las Vegas,-115.17606,36.188349,None,0,0,1
2956,Vegas @ Amelia (E),Las Vegas,-115.237979,36.188477,None,1,1,1
2957,Vegas @ Crest Haven (E),Las Vegas,-115.226677,36.188389,None,0,1,1
2958,Vegas @ Burningwood (W),Las Vegas,-115.238189,36.188679,None,0,1,1
2962,Vegas @ Cordoba (W),Las Vegas,-115.203229,36.188329,None,0,1,1
2963,Vegas @ Crest Haven (W),Las Vegas,-115.227619,36.188608,None,0,1,1
2964,Vegas @ Decatur (E),Las Vegas,-115.20537,36.1881,None,1,1,1
2965,Vegas @ Decatur (W),Las Vegas,-115.207196,36.188285,None,0,1,1
2966,Vegas @ Gleeson (E),Las Vegas,-115.26378,36.188628,None,0,1,1
2967,Vegas @ Jones (E),Las Vegas,-115.223314,36.188378,None,0,1,1
2968,Vegas @ Jones (W),Las Vegas,-115.224809,36.188619,Turn Lane,0,0,1
2969,Vegas @ Laurelhurst (E),Las Vegas,-115.208648,36.188131,None,0,1,1
2970,Vegas @ Leonard (W),Clark County,-115.211814,36.188299,None,0,0,0
2972,Vegas @ MLK (W),Las Vegas,-115.16223,36.188599,Turn Lane,1,1,1
2974,Vegas @ Michael (E),Las Vegas,-115.214092,36.188142,None,0,1,1
2975,Vegas @ Mountain (E),Las Vegas,-115.191808,36.188318,None,0,0,0
2976,Vegas @ Pacific Terrace (W),Las Vegas,-115.25662,36.18884,None,0,1,1
2977,Vegas @ Pioneer (E),Las Vegas,-115.25508,36.188608,None,0,1,1
2978,Vegas @ Rainbow (E),Las Vegas,-115.242615,36.188537,None,1,1,1
2979,Vegas @ Rainbow (W),Las Vegas,-115.241048,36.188708,None,0,1,1
2980,Vegas @ Rancho (E),Las Vegas,-115.185197,36.188389,None,1,1,1
2981,Vegas @ Rancho (W),Las Vegas,-115.187035,36.188611,None,1,1,1
2982,Vegas @ Riverside (E),Las Vegas,-115.179868,36.188378,None,0,1,1
2983,Vegas @ Winter Green (W),Las Vegas,-115.248687,36.188768,None,0,1,1
2984,Vegas @ Royal Palm (W),Las Vegas,-115.252159,36.1888,None,0,1,1
2985,Vegas @ Saylor (E),Las Vegas,-115.219324,36.188263,None,0,1,1
2986,Vegas @ 5826 Vegas (W),Las Vegas,-115.221405,36.18849,None,0,0,1
2987,Vegas @ Shadow Mountain (W),Las Vegas,-115.21702,36.188362,None,0,1,1
2988,Vegas @ Sunset (W),Clark County,-115.190529,36.188537,None,0,0,0
2989,Vegas @ Tenaya (E),Las Vegas,-115.250655,36.188608,None,0,1,1
2991,Vegas @ Torrey Pines (E),Las Vegas,-115.232228,36.188437,None,0,1,1
2992,Vegas @ Torrey Pines (W),Las Vegas,-115.234039,36.188659,None,0,1,1
2993,Vegas @ Valley (E),Las Vegas,-115.196009,36.188258,None,0,0,1
2994,Vegas @ Valley (W),Las Vegas,-115.197148,36.18843,None,0,1,1
2995,Vegas @ Windchime (W),Las Vegas,-115.181371,36.188612,None,1,1,1
2996,Vegas @ Wintergreen (E),Las Vegas,-115.248429,36.188568,None,0,1,1
2997,Vegas @ Yellow Rose (E),Las Vegas,-115.201027,36.188167,None,0,1,1
2999,Village Center @ Hills Center (W),Las Vegas,-115.301648,36.193665,None,0,0,0
3000,Village Center @ Hillshire (N),Las Vegas,-115.301697,36.188947,None,0,1,1
3001,Village Center @ TPC Club (N),Las Vegas,-115.299418,36.19001,None,0,1,1
3002,Village Center @ Trail Center (W),Las Vegas,-115.303826,36.193058,None,0,1,0
3021,Wagon Wheel @ Boulder (S),Henderson,-114.93315,35.997087,None,1,1,1
3022,Wagon Wheel @ US 95 (N),Henderson,-114.933157,35.996697,Turn Lane,1,1,1
3024,Warm Springs @ Amigo (E),Clark County,-115.149292,36.056976,None,1,1,1
3025,Warm Springs @ Amigo (W),Clark County,-115.150407,36.057175,None,1,1,1
3027,Warm Springs @ Annabellle (E),Henderson,-115.050361,36.056096,None,0,0,1
3028,Warm Springs @ Arroyo Grande (E),Henderson,-115.0562,36.056107,None,1,1,1
3029,Warm Springs @ LV Outlet Center (E),Clark County,-115.169487,36.056788,None,2,2,1
3030,Warm Springs @ Bermuda (E),Clark County,-115.153875,36.05686,None,0,1,1
3031,Warm Springs @ Bermuda (W),Clark County,-115.155747,36.057094,One Bus,1,1,1
3032,Warm Springs @ Burnham (E),Clark County,-115.12247,36.0571,None,1,1,1
3033,Warm Springs @ Burnham (W),Clark County,-115.124,36.057459,None,1,1,1
3034,Warm Springs @ Carousel (E),Henderson,-115.032409,36.056258,None,0,0,0
3035,Warm Springs @ Profile (W),Henderson,-115.033592,36.056461,None,0,0,1
3036,Warm Springs @ Eastern (E),Clark County,-115.117239,36.056758,None,1,1,1
3037,Warm Springs @ Eastern (W),Clark County,-115.11931,36.057108,None,1,1,1
3038,Warm Springs @ Green Valley High School (W),Henderson,-115.053892,36.056328,None,1,1,1
3039,Warm Springs @ Gilespie (W),Clark County,-115.165619,36.057049,None,0,0,1
3040,Warm Springs @ Green Valley (E),Henderson,-115.083209,36.056328,None,1,1,1
3041,Warm Springs @ Green Valley (W),Henderson,-115.085088,36.05667,None,1,1,1
3043,Warm Springs @ Heavenly View (E),Henderson,-115.086637,36.056448,None,0,0,1
3044,Warm Springs @ Gilespie (E),Clark County,-115.162794,36.056831,None,1,1,1
3045,Warm Springs @ La Mesa (E),Henderson,-115.092784,36.056672,None,0,1,1
3047,Warm Springs @ Pueblo (W),Henderson,-114.959653,36.049073,None,0,0,1
3048,Warm Springs @ Marilissa (E),Clark County,-115.135559,36.057316,None,0,0,1
3050,Warm Springs @ Palo Verde (W),Henderson,-114.963749,36.050359,None,0,1,1
3051,Warm Springs @ Paradise (E),Clark County,-115.140469,36.057179,None,1,1,1
3052,Warm Springs @ Paradise (W),Clark County,-115.142505,36.057369,None,0,0,1
3053,Warm Springs @ Almart (E),Henderson,-115.099038,36.056878,None,0,1,1
3054,Warm Springs @ Pecos (W),Henderson,-115.099113,36.057115,None,1,1,1
3055,Warm Springs @ Placid (W),Clark County,-115.159587,36.057108,None,0,0,1
3056,Warm Springs @ Pollock (W),Clark County,-115.146056,36.057277,None,0,0,1
3057,Warm Springs @ Puritan (E),Clark County,-115.144619,36.057088,None,0,1,1
3059,Warm Springs @ Shadow Crest (W),Clark County,-115.128268,36.057789,None,0,0,1
3060,Warm Springs @ Spencer (E),Clark County,-115.127157,36.0575,None,1,1,1
3061,Warm Springs @ Stephanie (E),Henderson,-115.045818,36.056078,None,1,1,1
3062,Warm Springs @ Stephanie (W),Henderson,-115.046859,36.056359,Turn Lane,1,1,1
3063,Warm Springs @ Success (E),Henderson,-115.07785,36.056258,None,1,1,1
3064,Warm Springs @ Success (W),Henderson,-115.079301,36.056504,None,0,0,1
3065,Warm Springs @ Tamarus (E),Clark County,-115.131599,36.057431,None,1,1,1
3066,Warm Springs @ Tamarus (W),Clark County,-115.132497,36.057617,None,0,1,1
3067,Warm Springs @ Tomiyasu (E),Clark County,-115.104006,36.056905,None,0,0,1
3068,Warm Springs @ Tomiyasu (W),Clark County,-115.105547,36.057159,None,0,0,1
3069,Warm Springs @ Valle Verde (W),Henderson,-115.069544,36.056393,None,0,1,1
3070,Warm Springs @ Waverly (E),Henderson,-115.072927,36.056218,None,0,1,1
3071,Warm Springs @ Waverly (W),Henderson,-115.073957,36.056441,None,1,1,1
3072,Washington @ D (E),Las Vegas,-115.147438,36.180768,Turn Lane,1,1,1
3074,Washington @ H (E),Las Vegas,-115.151139,36.180729,None,0,0,1
3075,Washington @ H (W),Las Vegas,-115.15254,36.1809,None,0,0,1
3076,Washington @ J (E),Las Vegas,-115.155997,36.180788,None,0,0,1
3077,Washington @ J (W),Las Vegas,-115.156718,36.18094,None,0,0,1
3078,Washington @ 28th (E),Las Vegas,-115.11149,36.181007,None,0,1,1
3079,Washington @ Ann (W),Las Vegas,-115.197468,36.181174,None,0,1,1
3081,Washington @ Baker (W),Las Vegas,-115.186629,36.18133,None,0,0,1
3082,Washington @ Betty (E),Clark County,-115.05772,36.181357,None,0,0,1
3084,Washington @ Bridgewater (E),Las Vegas,-115.084018,36.180748,None,0,1,0
3085,Washington @ Buffalo (W),Las Vegas,-115.261177,36.181468,None,0,0,1
3087,Washington @ Comstock (E),Las Vegas,-115.165497,36.180808,None,0,1,1
3088,Washington @ Comstock (W),Las Vegas,-115.1659,36.18102,None,0,0,1
3089,Washington @ Confetti Gardens (W),Las Vegas,-115.236928,36.181229,None,0,1,1
3090,Washington @ Decatur (W),Las Vegas,-115.20558,36.181053,Turn Lane,1,1,1
3091,Washington @ Decatur (E),Las Vegas,-115.205527,36.180853,Turn Lane,1,1,1
3092,Washington @ Donner (W),Las Vegas,-115.211037,36.181038,None,1,1,1
3094,Washington @ Eastern (E),Las Vegas,-115.115417,36.18108,None,0,1,1
3095,Washington @ Marion (W),Las Vegas,-115.071787,36.181219,None,0,1,1
3096,Washington @ Marion (E),Las Vegas,-115.071558,36.181059,None,0,1,1
3097,Washington @ Greenbrook (E),Las Vegas,-115.066289,36.181229,None,0,1,1
3098,Washington @ Stoney Beach (W),Las Vegas,-115.06671,36.181417,None,0,1,1
3099,Washington @ 6219 Washington (E),Las Vegas,-115.227119,36.180762,None,0,1,1
3100,Washington @ Greystone (W),Las Vegas,-115.229774,36.180994,None,0,1,1
3101,Washington @ Harry C Levy (E),Las Vegas,-115.17567,36.18094,None,1,1,1
3102,Washington @ Hogan (E),Las Vegas,-115.19938,36.18098,None,0,1,1
3103,Washington @ Langtry (W),Las Vegas,-115.195095,36.181208,None,0,1,1
3105,Washington @ Jones (E),Las Vegas,-115.223207,36.180684,None,0,1,1
3106,Washington @ Jones (W),Las Vegas,-115.224311,36.180848,None,0,1,1
3107,Washington @ Lamb (E),Las Vegas,-115.079739,36.180768,None,0,0,1
3108,Washington @ Lamb (W),Las Vegas,-115.08145,36.181002,Turn Lane,1,1,1
3110,Washington @ Lena (E),Las Vegas,-115.101469,36.18084,None,0,1,1
3111,Washington @ MLK (E),Las Vegas,-115.16042,36.180779,None,0,1,1
3112,Washington @ MLK (W),Las Vegas,-115.16165,36.180967,None,0,1,1
3113,Washington @ Magnolia (E),Las Vegas,-115.182908,36.181067,None,0,1,1
3114,Washington @ Main (W),Las Vegas,-115.140788,36.18141,None,0,0,1
3115,Washington @ Majestic Rock (E),Las Vegas,-115.247018,36.181178,None,0,1,1
3116,Washington @ Meyer (W),Las Vegas,-115.110967,36.18127,None,0,1,1
3117,Washington @ Mezpah (W),Las Vegas,-115.171149,36.18106,None,0,0,1
3118,Washington @ Michael (E),Las Vegas,-115.214267,36.180893,None,1,1,1
3119,Washington @ Michael (W),Las Vegas,-115.215801,36.181034,None,1,1,1
3120,Washington @ Minnesota (E),Las Vegas,-115.209729,36.180885,None,0,0,1
3121,Washington @ Mojave (E),Las Vegas,-115.106539,36.18092,None,0,1,1
3122,Washington @ Mojave (W),Las Vegas,-115.108008,36.181209,None,0,0,1
3123,Washington @ Nellis (E),Clark County,-115.061667,36.181337,None,0,0,1
3124,Washington @ Nellis (W),Las Vegas,-115.063208,36.181519,None,0,1,1
3125,Washington @ Parkhurst (W),Las Vegas,-115.094608,36.181047,None,0,1,1
3128,Washington @ Pecos (E),Las Vegas,-115.097688,36.180779,None,1,1,1
3129,Washington @ Pecos (W),Las Vegas,-115.099129,36.18108,None,0,1,1
3130,Washington @ Purcell (E),Las Vegas,-115.238639,36.18106,None,0,1,1
3131,Washington @ Rainbow (E),Las Vegas,-115.241628,36.181138,None,0,1,1
3132,Washington @ Rancho (E),Las Vegas,-115.178228,36.180987,None,1,1,1
3133,Washington @ Rancho (W),Las Vegas,-115.179868,36.181218,None,1,1,1
3134,Washington @ Robin (W),Las Vegas,-115.174937,36.181129,None,1,1,1
3135,Washington @ Rock Springs (W),Las Vegas,-115.24749,36.181377,None,0,0,1
3136,Washington @ Sahara (W),Las Vegas,-115.182758,36.181257,None,0,1,1
3137,Washington @ Sandhill (E),Las Vegas,-115.089639,36.180778,None,0,1,0
3138,Washington @ Sandhill (W),Las Vegas,-115.089899,36.181027,None,0,1,1
3139,Washington @ Sattes (W),Las Vegas,-115.10546,36.181169,None,0,1,1
3140,Washington @ Marie Fenlon (E),Las Vegas,-115.217114,36.180832,None,1,1,1
3141,Washington @ Smith (W),Las Vegas,-115.219141,36.180945,None,1,1,1
3142,Washington @ Rainbow (W),Las Vegas,-115.241706,36.181348,None,0,0,1
3144,Washington @ Staffordshire (W),Las Vegas,-115.083807,36.18102,None,1,1,1
3145,Washington @ Stainglass (E),Las Vegas,-115.075637,36.1809,None,0,1,1
3146,Washington @ Stainglass (W),Las Vegas,-115.076317,36.181138,None,0,1,1
3148,Washington @ Tenaya (W),Las Vegas,-115.2519,36.18145,None,0,1,1
3149,Washington @ Tonopah (E),Las Vegas,-115.16947,36.18084,None,0,1,1
3150,Washington @ Torrey Pines (E),Las Vegas,-115.232404,36.180901,None,1,1,1
3152,Washington @ Torrey Pines (W),Las Vegas,-115.234008,36.181149,None,0,1,1
3153,Washington @ Transom (E),Las Vegas,-115.252799,36.181237,None,0,1,1
3154,Washington @ Twin Lakes (E),Las Vegas,-115.187108,36.181138,None,0,0,1
3155,Washington @ Valley View (E),Las Vegas,-115.191848,36.181087,None,0,1,1
3157,Washington @ Parkhurst (E),Las Vegas,-115.093051,36.180781,None,1,1,1
3158,Washington @ Woodbridge (W),Las Vegas,-115.191659,36.18129,None,0,1,1
3165,Westcliff @ Park West Apts (E),Las Vegas,-115.276048,36.173637,None,1,1,1
3171,Westcliff @ Cimarron (E),Las Vegas,-115.267417,36.17382,None,1,1,1
3173,Westcliff @ Charles Turk (E),Las Vegas,-115.271607,36.17374,None,1,1,1
3174,Westcliff @ Firestone (E),Las Vegas,-115.262709,36.173887,None,1,1,1
3212,MLK @ Vegas (S),Las Vegas,-115.161034,36.189308,Turn Lane,1,1,1
3215,Rainbow @ Hacienda (N),Clark County,-115.24278,36.092976,None,1,1,1
3216,Rainbow @ Hacienda (N),Clark County,-115.242815,36.09466,None,1,1,1
3217,Rainbow @ Tropicana (N),Clark County,-115.242915,36.100325,None,1,1,1
3218,Rainbow @ Spring Valley (N),Clark County,-115.242878,36.104003,None,1,1,1
3219,Rainbow @ Balzar (N),Las Vegas,-115.242182,36.200016,None,0,0,1
3220,Rainbow @ Balzar (S),Las Vegas,-115.24239,36.19934,None,0,0,1
3221,Rainbow @ Dewey (S),Clark County,-115.243042,36.088838,None,0,0,1
3222,Jones @ Harmon (N),Clark County,-115.224832,36.107865,None,1,1,1
3223,Simmons @ Asher (S),North Las Vegas,-115.180284,36.236734,None,1,1,1
3224,Decatur @ Harmon (N),Clark County,-115.207856,36.108722,None,0,0,1
3225,Decatur @ Harmon (S),Clark County,-115.208184,36.10765,None,0,0,1
3226,Decatur @ Tropicana (S),Clark County,-115.208151,36.100217,None,0,1,1
3227,Decatur @ Reno (S),Clark County,-115.208131,36.096906,None,0,0,1
3230,Arville @ Russell (N),Clark County,-115.199053,36.087062,Turn Lane,0,0,1
3231,Arville @ Business Center (N),Clark County,-115.199098,36.091178,None,0,0,1
3234,Decatur @ Hacienda (N),Clark County,-115.207776,36.094737,None,0,0,1
3236,Decatur @ Bell (N),Clark County,-115.207804,36.099361,None,0,0,1
3237,Valley View @ La Pasada (S),Las Vegas,-115.190884,36.147266,None,0,1,1
3242,Rancho @ Riverside (N),Las Vegas,-115.18331,36.185785,None,0,0,1
3244,Village Center @ Trailwood (S),Las Vegas,-115.304549,36.190321,None,0,1,1
3245,Rancho @ Sunset (S),Las Vegas,-115.187819,36.190259,None,1,1,1
3251,Silverado Ranch @ Eastern (W),Clark County,-115.119489,36.013488,None,1,1,1
3252,Silverado Ranch @ Silver Ash (W),Clark County,-115.12432,36.013479,None,0,0,1
3253,Spencer @ Silverado Ranch (N),Clark County,-115.12762,36.01402,None,1,1,1
3254,Spencer @ Richmar (N),Clark County,-115.12754,36.01648,None,0,0,1
3255,Serene @ Spencer (E),Clark County,-115.12672,36.020447,None,1,1,1
3256,Serene @ Vasto (E),Clark County,-115.12358,36.02044,None,1,1,1
3257,Eastern @ Parker James (N),Clark County,-115.118298,36.030506,None,0,0,1
3258,Eastern @ Wigwam (N),Clark County,-115.11822,36.035478,None,1,1,1
3259,Eastern @ Shenandoah (N),Clark County,-115.11817,36.039089,None,0,1,1
3260,Eastern @ Windmill (N),Clark County,-115.118102,36.043087,None,1,1,1
3261,Eastern @ Ford (S),Clark County,-115.11857,36.030702,None,0,0,1
3262,Eastern @ Serene (S),Clark County,-115.118814,36.019902,Turn Lane,1,1,1
3263,Pecos @ Windmill (N),Clark County,-115.100139,36.04287,None,1,1,1
3264,Pecos @ Vera Cruz (N),Henderson,-115.100139,36.048289,None,0,0,1
3265,Pecos @ Robindale (N),Henderson,-115.100139,36.050279,None,1,1,1
3266,Pecos @ Millcroft (N),Henderson,-115.100168,36.054458,None,1,1,1
3267,Pecos @ Warm Springs (N),Henderson,-115.100219,36.057598,None,1,1,1
3268,Pecos @ Twain (N),Clark County,-115.104948,36.12226,None,0,1,1
3269,Pecos @ Gowan (N),Clark County,-115.098499,36.225837,None,0,0,0
3270,Pecos @ Alexander (N),Clark County,-115.098539,36.231959,None,0,1,1
3272,Warm Springs @ Julia (E),Henderson,-115.041367,36.056142,None,0,0,1
3274,Pecos @ Craig (S),North Las Vegas,-115.097451,36.239412,One Bus,1,1,1
3275,Pecos @ Alexander (S),North Las Vegas,-115.09886,36.23174,One Bus,1,1,1
3276,Green Valley @ Oasis (S),Henderson,-115.082374,36.039922,None,0,0,1
3277,Green Valley @ Inv. Apt Homes (S),Henderson,-115.083373,36.036985,None,0,0,1
3282,Pecos @ Wigwam (N),Henderson,-115.100048,36.03472,None,1,1,1
3283,Pecos @ Sun Shadow (N),Henderson,-115.100099,36.038698,None,1,1,1
3298,Green Valley @ Windmill (N),Henderson,-115.082099,36.042609,None,1,1,1
3299,Green Valley @ Silver Springs (N),Henderson,-115.082307,36.050319,None,1,1,1
3300,Green Valley @ Legacy (N),Henderson,-115.083,36.054438,None,1,1,1
3301,Green Valley @ Warm Springs (N),Henderson,-115.084439,36.057419,None,1,1,1
3302,Green Valley @ Lone Pine (N),Henderson,-115.084679,36.061418,None,1,1,1
3303,Green Valley @ La Mesa (N),Henderson,-115.083559,36.0641,None,1,1,1
3304,Green Valley @ High View (N),Henderson,-115.0823,36.06771,None,1,1,1
3308,Mountain Vista @ Russell (N),Clark County,-115.07299,36.08684,None,0,1,1
3309,Mountain Vista @ Bobbye (N),Clark County,-115.072998,36.089929,None,0,0,1
3334,Eastern @ Windmill (S),Clark County,-115.118409,36.041626,None,0,2,1
3335,Eastern @ Shelbourne (S),Clark County,-115.118456,36.038137,None,0,0,1
3343,Green Valley @ Pebble (S),Henderson,-115.086475,36.02968,None,1,1,1
3348,Nevada @ Red Mountain Plaza (E),Boulder City,-114.857688,35.968807,None,1,2,1
3349,Nevada @ Marshall Plaza (W),Boulder City,-114.857699,35.969078,None,1,2,1
3353,Flamingo @ Tenaya (W),Clark County,-115.252607,36.11473,None,0,0,1
3354,Flamingo @ Raintree Park (W),Clark County,-115.25615,36.11477,None,0,0,1
3355,Flamingo @ Buffalo (W),Clark County,-115.26249,36.114858,Two Bus,1,1,1
3356,Flamingo @ Miller (W),Clark County,-115.265327,36.114809,None,0,0,1
3363,Sahara @ Lucerne (W),Clark County,-115.072751,36.14445,None,0,0,1
3365,Spring Mountain @ Buffalo (E),Clark County,-115.260052,36.125443,One Bus,0,1,1
3366,Spring Mountain @ Tenaya (E),Clark County,-115.249994,36.12558,None,1,1,1
3367,Spring Mountain @ Montessouri (E),Clark County,-115.247055,36.125611,None,1,0,1
3368,Spring Mountain @ Montessouri (W),Clark County,-115.246595,36.125806,One Bus,1,0,1
3369,Sahara @ Ft. Apache (W),Las Vegas,-115.29853,36.144571,Other - See Comments,1,1,1
3370,Sahara @ Fort Apache (W),Las Vegas,-115.302959,36.144571,Other - See Comments,1,1,1
3379,Sahara @ Nellis (W),Clark County,-115.065931,36.144419,None,1,1,1
3381,Sahara @ Durango (W),Las Vegas,-115.279651,36.144257,Other - See Comments,1,2,1
3382,Sahara @ Canyon Gate (W),Las Vegas,-115.283222,36.144261,Other - See Comments,0,1,1
3383,Sahara @ Crystal Water (W),Las Vegas,-115.28839,36.144271,Other - See Comments,0,1,1
3389,Charleston @ Apple (E),Las Vegas,-115.301985,36.158874,None,1,1,1
3390,Charleston @ Fort Apache (E),Las Vegas,-115.295103,36.158891,None,1,1,1
3391,Charleston @ Emerywood (E),Las Vegas,-115.276466,36.15896,None,0,1,1
3392,Charleston @ 8th (E),Las Vegas,-115.143514,36.158727,None,1,1,1
3393,Charleston @ Christy (E),Clark County,-115.052761,36.159288,None,0,1,1
3394,Sahara @ Pioneer (E),Clark County,-115.255933,36.143652,Other - See Comments,0,0,1
3395,Tree Line @ Charleston (S),Clark County,-115.039969,36.158765,None,1,0,1
